(18, 15, 18, 14, 17, 14, 14, 1, 100, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 2, 100, 'lower')
(18, 15, 18, 14, 17, 14, 14, 3, 100, 'lower')
(18, 15, 18, 14, 17, 14, 14, 4, 100, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 5, 100, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 6, 100, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 7, 100, 'upper')
(18, 15, 18, 14, 17, 14, 14, 8, 100, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 9, 100, 'upper')
(18, 15, 18, 14, 17, 14, 14, 10, 100, 'upper')
(18, 15, 18, 14, 17, 14, 14, 11, 100, 'lower')
(18, 15, 18, 14, 17, 14, 14, 12, 100, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 13, 100, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 14, 100, 'lower')
(18, 15, 18, 14, 17, 14, 14, 15, 100, 'upper')
(18, 15, 18, 14, 17, 14, 14, 16, 100, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 17, 100, 'upper')
(18, 15, 18, 14, 17, 14, 14, 1, 200, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 2, 200, 'upper')
(18, 15, 18, 14, 17, 14, 14, 3, 200, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 4, 200, 'upper')
(18, 15, 18, 14, 17, 14, 14, 5, 200, 'lower')
(18, 15, 18, 14, 17, 14, 14, 6, 200, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 7, 200, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 8, 200, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 9, 200, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 10, 200, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 11, 200, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 12, 200, 'lower')
(18, 15, 18, 14, 17, 14, 14, 13, 200, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 14, 200, 'upper')
(18, 15, 18, 14, 17, 14, 14, 15, 200, 'upper')
(18, 15, 18, 14, 17, 14, 14, 16, 200, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 17, 200, 'upper')
(18, 15, 18, 14, 17, 14, 14, 1, 300, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 2, 300, 'lower')
(18, 15, 18, 14, 17, 14, 14, 3, 300, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 4, 300, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 5, 300, 'lower')
(18, 15, 18, 14, 17, 14, 14, 6, 300, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 7, 300, 'upper')
(18, 15, 18, 14, 17, 14, 14, 8, 300, 'lower')
(18, 15, 18, 14, 17, 14, 14, 9, 300, 'lower')
(18, 15, 18, 14, 17, 14, 14, 10, 300, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 11, 300, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 12, 300, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 13, 300, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 14, 300, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 15, 300, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 16, 300, 'upper')
(18, 15, 18, 14, 17, 14, 14, 17, 300, 'lower')
(18, 15, 18, 14, 17, 14, 14, 1, 400, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 2, 400, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 3, 400, 'upper')
(18, 15, 18, 14, 17, 14, 14, 4, 400, 'lower')
(18, 15, 18, 14, 17, 14, 14, 5, 400, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 6, 400, 'lower')
(18, 15, 18, 14, 17, 14, 14, 7, 400, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 8, 400, 'upper')
(18, 15, 18, 14, 17, 14, 14, 9, 400, 'upper')
(18, 15, 18, 14, 17, 14, 14, 10, 400, 'lower')
(18, 15, 18, 14, 17, 14, 14, 11, 400, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 12, 400, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 13, 400, 'upper')
(18, 15, 18, 14, 17, 14, 14, 14, 400, 'lower')
(18, 15, 18, 14, 17, 14, 14, 15, 400, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 16, 400, 'lower')
(18, 15, 18, 14, 17, 14, 14, 17, 400, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 1, 500, 'lower')
(18, 15, 18, 14, 17, 14, 14, 2, 500, 'lower')
(18, 15, 18, 14, 17, 14, 14, 3, 500, 'lower')
(18, 15, 18, 14, 17, 14, 14, 4, 500, 'lower')
(18, 15, 18, 14, 17, 14, 14, 5, 500, 'upper')
(18, 15, 18, 14, 17, 14, 14, 6, 500, 'lower')
(18, 15, 18, 14, 17, 14, 14, 7, 500, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 8, 500, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 9, 500, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 10, 500, 'lower')
(18, 15, 18, 14, 17, 14, 14, 11, 500, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 12, 500, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 13, 500, 'upper')
(18, 15, 18, 14, 17, 14, 14, 14, 500, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 15, 500, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 16, 500, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 17, 500, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 1, 600, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 2, 600, 'upper')
(18, 15, 18, 14, 17, 14, 14, 3, 600, 'lower')
(18, 15, 18, 14, 17, 14, 14, 4, 600, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 5, 600, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 6, 600, 'lower')
(18, 15, 18, 14, 17, 14, 14, 7, 600, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 8, 600, 'upper')
(18, 15, 18, 14, 17, 14, 14, 9, 600, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 10, 600, 'lower')
(18, 15, 18, 14, 17, 14, 14, 11, 600, 'lower')
(18, 15, 18, 14, 17, 14, 14, 12, 600, 'upper')
(18, 15, 18, 14, 17, 14, 14, 13, 600, 'lower')
(18, 15, 18, 14, 17, 14, 14, 14, 600, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 15, 600, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 16, 600, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 17, 600, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 1, 700, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 2, 700, 'upper')
(18, 15, 18, 14, 17, 14, 14, 3, 700, 'lower')
(18, 15, 18, 14, 17, 14, 14, 4, 700, 'lower')
(18, 15, 18, 14, 17, 14, 14, 5, 700, 'lower')
(18, 15, 18, 14, 17, 14, 14, 6, 700, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 7, 700, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 8, 700, 'upper')
(18, 15, 18, 14, 17, 14, 14, 9, 700, 'upper')
(18, 15, 18, 14, 17, 14, 14, 10, 700, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 11, 700, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 12, 700, 'lower')
(18, 15, 18, 14, 17, 14, 14, 13, 700, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 14, 700, 'lower')
(18, 15, 18, 14, 17, 14, 14, 15, 700, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 16, 700, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 17, 700, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 1, 800, 'upper')
(18, 15, 18, 14, 17, 14, 14, 2, 800, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 3, 800, 'lower')
(18, 15, 18, 14, 17, 14, 14, 4, 800, 'lower')
(18, 15, 18, 14, 17, 14, 14, 5, 800, 'lower')
(18, 15, 18, 14, 17, 14, 14, 6, 800, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 7, 800, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 8, 800, 'lower')
(18, 15, 18, 14, 17, 14, 14, 9, 800, 'lower')
(18, 15, 18, 14, 17, 14, 14, 10, 800, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 11, 800, 'lower')
(18, 15, 18, 14, 17, 14, 14, 12, 800, 'lower')
(18, 15, 18, 14, 17, 14, 14, 13, 800, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 14, 800, 'lower')
(18, 15, 18, 14, 17, 14, 14, 15, 800, 'upper')
(18, 15, 18, 14, 17, 14, 14, 16, 800, 'lower')
(18, 15, 18, 14, 17, 14, 14, 17, 800, 'lower')
(18, 15, 18, 14, 17, 14, 14, 1, 900, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 2, 900, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 3, 900, 'upper')
(18, 15, 18, 14, 17, 14, 14, 4, 900, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 5, 900, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 6, 900, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 7, 900, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 8, 900, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 9, 900, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 10, 900, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 11, 900, 'lower')
(18, 15, 18, 14, 17, 14, 14, 12, 900, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 13, 900, 'upper')
(18, 15, 18, 14, 17, 14, 14, 14, 900, 'lower')
(18, 15, 18, 14, 17, 14, 14, 15, 900, 'upper')
(18, 15, 18, 14, 17, 14, 14, 16, 900, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 17, 900, 'upper')
(18, 15, 18, 14, 17, 14, 14, 1, 1000, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 2, 1000, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 3, 1000, 'upper')
(18, 15, 18, 14, 17, 14, 14, 4, 1000, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 5, 1000, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 6, 1000, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 7, 1000, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 8, 1000, 'upper')
(18, 15, 18, 14, 17, 14, 14, 9, 1000, 'lower')
(18, 15, 18, 14, 17, 14, 14, 10, 1000, 'lower')
(18, 15, 18, 14, 17, 14, 14, 11, 1000, 'lower')
(18, 15, 18, 14, 17, 14, 14, 12, 1000, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 13, 1000, 'upper')
(18, 15, 18, 14, 17, 14, 14, 14, 1000, 'lower')
(18, 15, 18, 14, 17, 14, 14, 15, 1000, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 16, 1000, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 17, 1000, 'upper')
(18, 15, 18, 14, 17, 14, 14, 1, 1100, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 2, 1100, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 3, 1100, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 4, 1100, 'upper')
(18, 15, 18, 14, 17, 14, 14, 5, 1100, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 6, 1100, 'upper')
(18, 15, 18, 14, 17, 14, 14, 7, 1100, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 8, 1100, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 9, 1100, 'upper')
(18, 15, 18, 14, 17, 14, 14, 10, 1100, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 11, 1100, 'upper')
(18, 15, 18, 14, 17, 14, 14, 12, 1100, 'optimal')
(18, 15, 18, 14, 17, 14, 14, 13, 1100, 'minimal')
(18, 15, 18, 14, 17, 14, 14, 14, 1100, 'lower')
(18, 15, 18, 14, 17, 14, 14, 15, 1100, 'lower')
(18, 15, 18, 14, 17, 14, 14, 16, 1100, 'upper')
(18, 15, 18, 14, 17, 14, 14, 17, 1100, 'minimal')
